State of Residence,State of Residence Code,Age of Mother 9,Age of Mother 9 Code,Mother's Education,Mother's Education Code,Gestational Diabetes,Gestational Diabetes Code,Births,Average Age of Mother (years),Average OE Gestational Age (weeks),Average Birth Weight (grams),Average Pre-pregnancy BMI,Average Number of Prenatal Visits,Average Interval Since Last Other Pregnancy Outcome (months)
Arizona,4,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,40,32.58,38.1,3077.8,27.35,12.07,39.42
Arizona,4,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,609,32.22,38.59,3273.07,25.06,11.81,37.41
Arizona,4,30-34 years,30-34,Unknown or Not Stated,Unk,No,2,128,31.66,37.51,2977.27,27.01,7.22,64.44
Arizona,4,35-39 years,35-39,8th grade or less,1,No,2,40,36.52,36.59,2916.93,31.59,6.67,76.36
Arizona,4,35-39 years,35-39,9th through 12th grade with no diploma,2,Yes,1,74,36.59,37.47,3277.82,34.03,10.97,81.18
Arizona,4,35-39 years,35-39,9th through 12th grade with no diploma,2,No,2,304,36.39,37.84,3141.89,30.41,8.55,91.01
Arizona,4,35-39 years,35-39,High school graduate or GED completed,3,Yes,1,259,36.63,37.61,3241.65,32.58,11.67,69.26
Arizona,4,35-39 years,35-39,High school graduate or GED completed,3,No,2,1213,36.45,37.99,3198.46,29.74,10.54,86.21
Arizona,4,35-39 years,35-39,"Some college credit, but not a degree",4,Yes,1,304,36.67,37.76,3292.19,33.02,11.87,74.91
Arizona,4,35-39 years,35-39,"Some college credit, but not a degree",4,No,2,1416,36.5,38.23,3260.34,29.63,11.06,80.72
Arizona,4,35-39 years,35-39,"Associate degree (AA, AS)",5,Yes,1,132,36.63,37.86,3320.7,32.34,12.07,78
Arizona,4,35-39 years,35-39,"Associate degree (AA, AS)",5,No,2,742,36.5,38.33,3268.86,28.56,11.45,69.04
Arizona,4,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Yes,1,265,36.67,37.93,3255.37,30.49,13.04,61.83
Arizona,4,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,No,2,1947,36.5,38.48,3318.03,26.84,11.76,60.99
Arizona,4,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,134,36.66,37.91,3243.8,30.95,12.78,48.64
Arizona,4,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,973,36.54,38.5,3340.06,26.94,12.12,56.37
Arizona,4,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,52,36.67,37.5,3079.29,28.53,12.87,39.44
Arizona,4,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,392,36.7,38.38,3250.33,25.03,12,51.39
Arizona,4,35-39 years,35-39,Unknown or Not Stated,Unk,No,2,71,36.9,37.49,3042.35,27.23,7.42,67.67
Arizona,4,40-44 years,40-44,9th through 12th grade with no diploma,2,Yes,1,14,41.57,37.71,3381.64,32.49,12.5,93.33
Arizona,4,40-44 years,40-44,9th through 12th grade with no diploma,2,No,2,76,41.28,37.39,3088.82,31.38,9.61,83.07
Arizona,4,40-44 years,40-44,High school graduate or GED completed,3,Yes,1,80,41.1,37.59,3170.78,33.94,11.59,85.17
Arizona,4,40-44 years,40-44,High school graduate or GED completed,3,No,2,192,41.19,37.89,3204.62,30.14,11.03,104.11
Arizona,4,40-44 years,40-44,"Some college credit, but not a degree",4,Yes,1,71,41.27,37.66,3202.87,33.77,12.66,74.45
Arizona,4,40-44 years,40-44,"Some college credit, but not a degree",4,No,2,267,41.17,37.91,3167.4,30.11,10.92,81.12
Arizona,4,40-44 years,40-44,"Associate degree (AA, AS)",5,Yes,1,36,41.03,37.44,3091.64,30.98,12.14,85.36
Arizona,4,40-44 years,40-44,"Associate degree (AA, AS)",5,No,2,127,41.21,37.69,3188.05,29.91,11.62,86.64
Arizona,4,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Yes,1,65,41.09,37.65,3148.86,31.32,13.78,73.85
Arizona,4,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,No,2,355,41.11,38.12,3252.28,27.42,12.22,66.12
Arizona,4,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,45,41.13,37.67,3244.91,30.7,11.76,58.06
Arizona,4,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,222,41.27,37.99,3199.56,27.61,12.55,57.98
Arizona,4,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,24,41.83,37.58,3143.88,30.03,14.42,91.09
Arizona,4,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,89,41.37,38.16,3223.84,25.78,12.8,55.54
Arizona,4,40-44 years,40-44,Unknown or Not Stated,Unk,No,2,14,40.5,36.5,2978.93,27.82,8.25,97.86
Arizona,4,45-49 years,45-49,"Some college credit, but not a degree",4,No,2,15,45.67,36.71,2829.71,27.39,10,18
Arizona,4,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,No,2,19,45.63,37,3046.37,27.41,13.94,48.44
Arizona,4,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,14,46.29,37.86,3069.43,26.99,11.36,73.29
Arizona,4,45-49 years,45-49,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,10,45.8,37.4,3044.1,24.9,12.6,47
Arkansas,5,Under 15 years,15,8th grade or less,1,No,2,10,13.4,38.2,3003.6,21.98,6.3,Not Applicable
Arkansas,5,15-19 years,15-19,8th grade or less,1,No,2,43,17.12,37.63,2960.63,23.74,8.1,26
Arkansas,5,15-19 years,15-19,9th through 12th grade with no diploma,2,Yes,1,14,17.86,37.86,3206.21,28.86,9.43,11
Arkansas,5,15-19 years,15-19,9th through 12th grade with no diploma,2,No,2,750,17.4,38.23,3107.89,25.48,9.21,21.16
Arkansas,5,15-19 years,15-19,High school graduate or GED completed,3,Yes,1,32,18.62,37.84,3362.16,28.72,10.91,Not Applicable
Arkansas,5,15-19 years,15-19,High school graduate or GED completed,3,No,2,1036,18.52,38.21,3084.99,25.76,9.73,19.4
Arkansas,5,15-19 years,15-19,"Some college credit, but not a degree",4,No,2,175,18.7,38.05,3106.94,26.29,10.06,17.31
Arkansas,5,15-19 years,15-19,"Associate degree (AA, AS)",5,No,2,12,18.92,38.33,3271.75,22.21,9.92,Not Applicable
Arkansas,5,15-19 years,15-19,Unknown or Not Stated,Unk,No,2,21,17.95,37.62,2883,26.4,7.3,14
Arkansas,5,20-24 years,20-24,8th grade or less,1,No,2,56,22.04,38.59,3302.09,26.41,8.64,33.5
Arkansas,5,20-24 years,20-24,9th through 12th grade with no diploma,2,Yes,1,26,21.77,38.08,3372.92,32.13,10.65,24.75
Arkansas,5,20-24 years,20-24,9th through 12th grade with no diploma,2,No,2,793,21.77,38.06,3137.81,27.74,8.55,34.95
Arkansas,5,20-24 years,20-24,High school graduate or GED completed,3,Yes,1,202,22.3,37.65,3267.64,32.51,10.59,31.03
Arkansas,5,20-24 years,20-24,High school graduate or GED completed,3,No,2,4130,22.02,38.14,3144.71,27.88,9.69,31.29
Arkansas,5,20-24 years,20-24,"Some college credit, but not a degree",4,Yes,1,62,22.68,37.76,3156.66,32.25,11.85,31
Arkansas,5,20-24 years,20-24,"Some college credit, but not a degree",4,No,2,1701,22.34,38.25,3188.06,28.23,10.32,28.7
Arkansas,5,20-24 years,20-24,"Associate degree (AA, AS)",5,Yes,1,30,22.97,37.43,3367.53,33.47,12.23,28.33
Arkansas,5,20-24 years,20-24,"Associate degree (AA, AS)",5,No,2,544,22.76,38.31,3235.58,27.72,10.9,25.99
Arkansas,5,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Yes,1,23,23.13,38,3349.22,31.8,12.96,35
Arkansas,5,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,No,2,476,23.27,38.31,3271.48,27.46,11.16,20.91
Arkansas,5,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,56,23.73,38.04,3205.2,27.41,10.66,14.25
Arkansas,5,20-24 years,20-24,Unknown or Not Stated,Unk,No,2,63,22.21,38,3063.16,30.02,9.85,43.67
Arkansas,5,25-29 years,25-29,8th grade or less,1,No,2,65,26.8,37.66,3097.12,27.68,8.11,42.83
Arkansas,5,25-29 years,25-29,9th through 12th grade with no diploma,2,Yes,1,23,27.43,37.87,3143.91,34.7,12.17,31
Arkansas,5,25-29 years,25-29,9th through 12th grade with no diploma,2,No,2,449,26.76,37.92,3104.09,29.87,8.42,55.59
Arkansas,5,25-29 years,25-29,High school graduate or GED completed,3,Yes,1,210,26.93,37.52,3240.13,33.81,11.37,39.56
Arkansas,5,25-29 years,25-29,High school graduate or GED completed,3,No,2,2876,26.72,37.99,3167.14,29.98,9.66,42.35
Arkansas,5,25-29 years,25-29,"Some college credit, but not a degree",4,Yes,1,159,26.96,37.77,3346.19,33.19,11.17,34.47
Arkansas,5,25-29 years,25-29,"Some college credit, but not a degree",4,No,2,1905,26.81,38.1,3224.35,29.7,10.27,40.7
Arkansas,5,25-29 years,25-29,"Associate degree (AA, AS)",5,Yes,1,73,27.08,37.55,3254.64,32.51,11.27,40.87
Arkansas,5,25-29 years,25-29,"Associate degree (AA, AS)",5,No,2,1018,26.96,38.07,3241.05,29.78,10.88,41.13
Arkansas,5,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Yes,1,135,27.13,37.76,3221.17,34.01,12.47,29.14
Arkansas,5,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,No,2,1963,27.17,38.31,3303.15,27.93,11.29,28.07
Arkansas,5,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,47,27.4,38.09,3330.62,30.87,12.33,14.25
Arkansas,5,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,665,27.43,38.46,3329.52,27.31,11.7,24.23
Arkansas,5,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,191,27.55,38.52,3316.67,25.88,11.35,31.93
Arkansas,5,25-29 years,25-29,Unknown or Not Stated,Unk,No,2,75,27,36.66,2877.85,27.51,7.76,50.18
Arkansas,5,30-34 years,30-34,8th grade or less,1,No,2,35,31.97,38.51,3403.57,28.68,6.23,50.18
Arkansas,5,30-34 years,30-34,9th through 12th grade with no diploma,2,Yes,1,22,31.77,37.32,2996.27,33.09,9.23,43.29
Arkansas,5,30-34 years,30-34,9th through 12th grade with no diploma,2,No,2,223,31.82,37.83,3080.5,29.82,7.75,67.85
Arkansas,5,30-34 years,30-34,High school graduate or GED completed,3,Yes,1,165,31.86,37.57,3262.48,34.51,11.19,74.71
Arkansas,5,30-34 years,30-34,High school graduate or GED completed,3,No,2,1385,31.72,37.88,3151.07,30.27,9.37,61.16
Arkansas,5,30-34 years,30-34,"Some college credit, but not a degree",4,Yes,1,122,31.85,37.65,3359.96,35.77,11.11,56.53
Arkansas,5,30-34 years,30-34,"Some college credit, but not a degree",4,No,2,1284,31.78,37.97,3205.76,30.63,10.06,60.93
Arkansas,5,30-34 years,30-34,"Associate degree (AA, AS)",5,Yes,1,82,31.83,37.67,3169.17,33.79,11.17,49.46
Arkansas,5,30-34 years,30-34,"Associate degree (AA, AS)",5,No,2,670,31.79,38.03,3282.67,30.51,10.65,58.45
Arkansas,5,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Yes,1,118,32.08,37.82,3297.77,31.67,11.75,37.77
Arkansas,5,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,No,2,1721,31.77,38.4,3356.93,28.02,11.44,41.75
Arkansas,5,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,57,32.04,37.77,3339.42,31.86,12.28,25.71
Arkansas,5,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,888,31.93,38.22,3301.65,27.77,11.61,34.47
Arkansas,5,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,18,31.83,38.17,3287.67,29.34,11.17,27.5
Arkansas,5,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,254,31.66,38.38,3336.46,25.37,11.54,34.29
Arkansas,5,30-34 years,30-34,Unknown or Not Stated,Unk,No,2,53,32.02,37.38,3006.62,31.26,8.64,83
Arkansas,5,35-39 years,35-39,8th grade or less,1,No,2,26,37.19,38.15,3211.81,29.26,6.44,93.2
Arkansas,5,35-39 years,35-39,9th through 12th grade with no diploma,2,Yes,1,12,36.58,36.67,3017.25,35.54,9.75,39.2
Arkansas,5,35-39 years,35-39,9th through 12th grade with no diploma,2,No,2,94,36.41,37.3,2960.1,31,7.98,66.67
Arkansas,5,35-39 years,35-39,High school graduate or GED completed,3,Yes,1,75,36.52,36.95,3233.2,34.32,10.65,53.95
Arkansas,5,35-39 years,35-39,High school graduate or GED completed,3,No,2,510,36.53,37.7,3080.3,30.68,9.23,77.45
Arkansas,5,35-39 years,35-39,"Some college credit, but not a degree",4,Yes,1,84,36.67,37.77,3318.75,33.65,11.11,81.64
Arkansas,5,35-39 years,35-39,"Some college credit, but not a degree",4,No,2,470,36.53,37.58,3110.56,31.64,10.12,74.06
Arkansas,5,35-39 years,35-39,"Associate degree (AA, AS)",5,Yes,1,34,36.79,37.71,3320.09,34.39,11.59,45.75
Arkansas,5,35-39 years,35-39,"Associate degree (AA, AS)",5,No,2,238,36.59,37.65,3150.48,31.03,10.37,58.77
Arkansas,5,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Yes,1,79,36.48,37.23,3122.42,34.08,11.69,42.03
Arkansas,5,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,No,2,632,36.4,38.26,3334.42,28.62,11.3,50.52
Arkansas,5,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,58,36.67,37.59,3210.97,32.72,12.5,46.35
Arkansas,5,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,359,36.52,38.14,3345.04,28.22,11.32,48.87
Arkansas,5,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,15,36,38.2,3290.33,28.31,11.93,16.6
Arkansas,5,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,112,36.54,38.38,3392.23,26.06,11.96,51.17
Arkansas,5,35-39 years,35-39,Unknown or Not Stated,Unk,No,2,34,36.56,37.3,2956.91,30.17,9.03,52
Arkansas,5,40-44 years,40-44,9th through 12th grade with no diploma,2,No,2,19,41.05,36.63,2757.58,28.67,6.68,59.86
Arkansas,5,40-44 years,40-44,High school graduate or GED completed,3,Yes,1,10,40.8,36.1,2673.8,32.39,10.2,64.5
Arkansas,5,40-44 years,40-44,High school graduate or GED completed,3,No,2,83,41.02,37.19,2969.17,30.7,9.27,74.9
Arkansas,5,40-44 years,40-44,"Some college credit, but not a degree",4,Yes,1,17,41.35,37.18,3261.12,32.92,11.94,103
Arkansas,5,40-44 years,40-44,"Some college credit, but not a degree",4,No,2,97,41.21,37.82,3169.12,30.86,9.63,86.72
Arkansas,5,40-44 years,40-44,"Associate degree (AA, AS)",5,No,2,53,41.17,37.87,3184.42,30.32,10.88,69.68
Arkansas,5,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Yes,1,21,41.43,37.1,3029.43,33.61,11.19,72.14
Arkansas,5,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,No,2,106,41.19,38.01,3223.77,28.03,10.73,66.12
Arkansas,5,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,14,41.5,37.79,3390.5,36.29,12.29,73.29
Arkansas,5,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,64,41.14,38,3201.19,30.43,10.92,40.63
Arkansas,5,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,31,41.06,37.9,3267.87,28.44,10.61,84.2
California,6,Under 15 years,15,8th grade or less,1,No,2,54,13.67,38.56,3083.65,22.93,8.47,20
California,6,Under 15 years,15,9th through 12th grade with no diploma,2,No,2,17,14,37.71,2971.59,23.55,8.35,Not Applicable
California,6,Under 15 years,15,Unknown or Not Stated,Unk,No,2,10,14,37.4,3063.8,22.01,10.56,Not Applicable
California,6,15-19 years,15-19,8th grade or less,1,No,2,144,17.51,38.47,3143.35,25.48,8.83,22.14
California,6,15-19 years,15-19,9th through 12th grade with no diploma,2,Yes,1,56,17.41,38.36,3366.95,28.64,10.78,12.25
California,6,15-19 years,15-19,9th through 12th grade with no diploma,2,No,2,2519,17.38,38.5,3116.18,24.79,9.82,18.52
California,6,15-19 years,15-19,High school graduate or GED completed,3,Yes,1,107,18.47,38.35,3347.39,28.64,11.08,12.67
California,6,15-19 years,15-19,High school graduate or GED completed,3,No,2,4340,18.5,38.69,3177.64,25.82,10.75,18.17
California,6,15-19 years,15-19,"Some college credit, but not a degree",4,Yes,1,22,18.86,38.18,3123.45,30.34,11.85,17.5
California,6,15-19 years,15-19,"Some college credit, but not a degree",4,No,2,805,18.75,38.69,3213.29,25.86,10.96,20.89
California,6,15-19 years,15-19,"Associate degree (AA, AS)",5,No,2,30,18.87,38.93,3321.5,25.84,11.4,11.25
California,6,15-19 years,15-19,Unknown or Not Stated,Unk,Yes,1,15,17.73,37.67,3248.33,31.61,11.54,52
California,6,15-19 years,15-19,Unknown or Not Stated,Unk,No,2,623,17.85,38.58,3161.62,24.84,9.65,17.7
California,6,20-24 years,20-24,8th grade or less,1,Yes,1,10,22.7,38.1,3375.7,30.56,10.7,44
California,6,20-24 years,20-24,8th grade or less,1,No,2,207,22.08,38.63,3237.93,27.46,10.14,24.11
California,6,20-24 years,20-24,9th through 12th grade with no diploma,2,Yes,1,119,22.14,38.29,3397.08,32.85,11.22,29.31
California,6,20-24 years,20-24,9th through 12th grade with no diploma,2,No,2,2609,21.91,38.47,3182.85,28.08,10.12,31.81
California,6,20-24 years,20-24,High school graduate or GED completed,3,Yes,1,899,22.35,38.09,3312.73,31.77,11.8,24.22
California,6,20-24 years,20-24,High school graduate or GED completed,3,No,2,18911,22.07,38.62,3233.05,27.72,10.98,26.61
California,6,20-24 years,20-24,"Some college credit, but not a degree",4,Yes,1,439,22.68,38.12,3342.41,31.73,12.26,23.09
California,6,20-24 years,20-24,"Some college credit, but not a degree",4,No,2,8677,22.42,38.65,3243.68,27.83,11.43,25.18
California,6,20-24 years,20-24,"Associate degree (AA, AS)",5,Yes,1,101,22.87,38.2,3300.64,30.64,13.2,16.71
California,6,20-24 years,20-24,"Associate degree (AA, AS)",5,No,2,2034,22.74,38.67,3265.01,27.56,11.72,21.27
California,6,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Yes,1,89,23.22,38.33,3399.19,30.63,12.13,19.71
California,6,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,No,2,1896,23.24,38.85,3290.71,26.56,11.59,21.95
California,6,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,122,23.59,38.8,3247.03,26.93,11.9,23.45
California,6,20-24 years,20-24,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,34,23.47,37.53,2980.32,28.52,12.32,10
California,6,20-24 years,20-24,Unknown or Not Stated,Unk,Yes,1,101,22.57,38.1,3262.03,32.4,11.75,24.46
California,6,20-24 years,20-24,Unknown or Not Stated,Unk,No,2,2453,22.27,38.51,3230.64,27.23,10.28,24.81
California,6,25-29 years,25-29,8th grade or less,1,No,2,158,27.09,38.42,3220.89,28.42,10.07,42.92
California,6,25-29 years,25-29,9th through 12th grade with no diploma,2,Yes,1,188,27.27,38.05,3387.97,34.52,10.95,51.03
California,6,25-29 years,25-29,9th through 12th grade with no diploma,2,No,2,2280,26.94,38.28,3194.4,29.85,10.13,45.3
California,6,25-29 years,25-29,High school graduate or GED completed,3,Yes,1,1475,27.1,38.07,3343.25,33.2,11.67,43.28
California,6,25-29 years,25-29,High school graduate or GED completed,3,No,2,18576,26.96,38.52,3264.87,29.59,11.13,39.25
California,6,25-29 years,25-29,High school graduate or GED completed,3,Unknown or Not Stated,9,10,27.9,39.5,3379.5,25.27,10.11,Not Applicable
California,6,25-29 years,25-29,"Some college credit, but not a degree",4,Yes,1,1204,27.26,38.12,3346.63,33.25,12.16,37.45
California,6,25-29 years,25-29,"Some college credit, but not a degree",4,No,2,14570,27.1,38.55,3278.87,29.33,11.39,36.45
California,6,25-29 years,25-29,"Associate degree (AA, AS)",5,Yes,1,428,27.4,38.04,3327.1,32.27,12.42,34.56
California,6,25-29 years,25-29,"Associate degree (AA, AS)",5,No,2,5649,27.22,38.59,3295.27,28.61,11.51,35.58
California,6,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Yes,1,793,27.51,38.29,3289.22,30.46,12.75,26.64
California,6,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,No,2,12020,27.43,38.79,3329.38,27,11.75,25.61
California,6,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Unknown or Not Stated,9,11,27,39.55,3458.45,23.63,9.55,25.5
California,6,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,195,27.73,38.32,3313.18,30.52,12.45,23.45
California,6,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,3188,27.81,38.75,3320.28,26.96,11.8,23.05
California,6,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,34,28.12,38.29,3218.26,29.58,13.18,48.25
California,6,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,522,28.05,38.52,3233.96,25.68,12.21,18.7
California,6,25-29 years,25-29,Unknown or Not Stated,Unk,Yes,1,238,27.13,37.7,3259.44,32.33,11.84,35.82
California,6,25-29 years,25-29,Unknown or Not Stated,Unk,No,2,4136,27.21,38.49,3265.43,28.44,10.78,37.06
California,6,30-34 years,30-34,8th grade or less,1,Yes,1,14,32.5,37,3302.79,32.86,9.62,83.5
California,6,30-34 years,30-34,8th grade or less,1,No,2,123,31.78,38.02,3204.18,30.03,9.36,61.33
California,6,30-34 years,30-34,9th through 12th grade with no diploma,2,Yes,1,252,32.11,37.7,3296.49,33.8,11.14,37.26
California,6,30-34 years,30-34,9th through 12th grade with no diploma,2,No,2,2015,31.95,38.09,3201.72,30.66,10.47,61.98
California,6,30-34 years,30-34,High school graduate or GED completed,3,Yes,1,1494,31.95,37.89,3298.36,33.61,11.75,48.07
California,6,30-34 years,30-34,High school graduate or GED completed,3,No,2,13512,31.77,38.36,3261.66,30.31,11.1,52.59
California,6,30-34 years,30-34,"Some college credit, but not a degree",4,Yes,1,1625,32.01,37.86,3293.72,33.08,12.48,41.75
California,6,30-34 years,30-34,"Some college credit, but not a degree",4,No,2,14461,31.89,38.44,3285.55,29.93,11.39,47.86
California,6,30-34 years,30-34,"Associate degree (AA, AS)",5,Yes,1,792,32.07,38.04,3302.06,32.4,12.44,47.32
California,6,30-34 years,30-34,"Associate degree (AA, AS)",5,No,2,6699,31.93,38.53,3302.56,29.12,11.58,42.29
California,6,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Yes,1,1827,32.16,38.28,3280.53,29.71,12.62,34.14
California,6,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,No,2,23474,32.11,38.73,3324.45,26.4,11.92,31.13
California,6,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Unknown or Not Stated,9,16,33.12,39.67,3386.6,24.12,9.57,11
California,6,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Yes,1,745,32.28,38.27,3248.21,29.33,12.76,32.54
California,6,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,No,2,10534,32.21,38.73,3321.55,26.25,11.91,28.2
California,6,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Yes,1,194,32.58,38.3,3217.61,27.91,12.48,26.54
California,6,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,No,2,3349,32.43,38.68,3275.16,24.56,12.09,25.52
California,6,30-34 years,30-34,Unknown or Not Stated,Unk,Yes,1,402,32.11,37.91,3298.94,30.49,12.44,36.48
California,6,30-34 years,30-34,Unknown or Not Stated,Unk,No,2,5738,32.03,38.44,3262.55,27.79,11.11,40.14
